Date,Open,High,Low,Close,Adj Close,Volume
2017-05-19,20698.3,20857.1,20687.9,20804.8,20804.8,311762976.0
2017-05-22,20867.8,20914.3,20860.2,20894.8,20894.8,227899156.0
2017-05-23,20908.7,20961.1,20896.2,20937.9,20937.9,214290286.0
2017-05-24,20949.2,21022.8,20933.6,21012.4,21012.4,247252541.0
2017-05-25,21063.0,21112.3,21051.4,21083.0,21083.0,234184496.0
2017-05-26,21070.2,21092.8,21050.5,21080.3,21080.3,191932697.0
2017-05-30,21045.5,21063.6,21009.6,21029.5,21029.5,206599238.0
2017-05-31,21048.5,21051.7,20942.6,21008.7,21008.7,271804214.0
2017-06-01,21030.6,21141.0,20994.2,21144.2,21144.2,241323740.0
2017-06-02,21142.1,21225.0,21129.6,21206.3,21206.3,289147689.0
2017-06-05,21195.0,21224.4,21168.7,21186.3,21186.3,230365214.0
2017-06-06,21145.5,21180.5,21118.5,21136.2,21136.2,244537372.0
2017-06-07,21171.6,21189.8,21113.3,21173.7,21173.7,223052635.0
2017-06-08,21169.8,21265.7,21138.2,21182.5,21182.5,274871502.0
2017-06-09,21209.0,21305.3,21159.4,21272.0,21272.0,342299932.0
2017-06-12,21259.9,21277.1,21186.2,21235.7,21235.7,476517528.0
2017-06-13,21256.8,21332.8,21256.8,21327.1,21327.1,289704988.0
2017-06-14,21342.7,21392.0,21294.1,21374.6,21374.6,264599540.0
2017-06-15,21291.7,21367.3,21261.9,21359.9,21359.9,281343539.0
2017-06-16,21335.9,21383.4,21308.0,21383.4,21383.4,405698509.0
2017-06-19,21444.8,21528.5,21436.1,21529.0,21529.0,234779566.0
2017-06-20,21521.2,21535.0,21464.2,21467.1,21467.1,267187415.0
2017-06-21,21466.4,21492.6,21390.0,21410.0,21410.0,256772118.0
2017-06-22,21408.0,21456.5,21394.8,21397.3,21397.3,223237215.0
2017-06-23,21380.9,21421.8,21333.9,21394.8,21394.8,224760979.0
2017-06-26,21434.7,21506.2,21381.2,21409.6,21409.6,203719177.0
2017-06-27,21411.2,21440.6,21322.2,21310.7,21310.7,247154690.0
2017-06-28,21372.4,21478.8,21372.4,21454.6,21454.6,234227826.0
2017-06-29,21487.4,21487.4,21197.1,21287.0,21287.0,300599577.0
2017-06-30,21348.6,21426.1,21325.1,21349.6,21349.6,253708724.0
2017-07-03,21392.3,21562.8,21391.7,21479.3,21479.3,186811745.0
2017-07-05,21492.8,21505.4,21404.8,21478.2,21478.2,231013096.0
2017-07-06,21423.9,21433.1,21305.4,21325.6,21325.6,277734371.0
2017-07-07,21354.7,21425.8,21350.7,21414.3,21414.3,209593779.0
2017-07-10,21381.2,21446.4,21371.1,21408.5,21408.5,222552907.0
2017-07-11,21410.2,21441.6,21279.3,21413.1,21413.1,209657816.0
2017-07-12,21467.9,21580.8,21467.9,21532.1,21532.1,223314326.0
